,Id,Gender,Age,Topic,Sentence
1989,209,M,20-29,SPORTS,"Quì vi si dovrebbero presentare nuovi utenti, per me in un certo caso dovrebbe essere così anke se nn lo è! cmq volevo solo farvi presente ke causa nn so cosa, ho perso la mia vecchia connessione      ed ho dovuto rifarla, tutto quà!  Nome: VINCENZO Residenza: Campora di Agerola(la piccola Svizzera, la patria del fiordilatte della provola affumicata e del provolone del monaco) - Napoli - Campania età domenica 17 marzo 2013: 28 primavere  (domani non saprei!!!!  22-05-84)"
1990,498,F,20-29,ANIME,"Secondo me la Hino non avrà nemmeno il coraggio di farli sposare, visto che i due promessi sposi non hanno potuto coronare il loro sogno per colpa del destino (Zero) xD"
1991,106,M,20-29,SPORTS,Nome Wrestler: AJ Styles Utente: Smoking' Mirrors Fazione: Face Categoria: Heavyweight Punti Esperienza: 19 (1) Hp: 67 Lp: 69 Finishing moves: Styles Clash 21Hp/19Lp; Calf Killer (sub) 19Hp/21Lp Spiral Tap 18Hp/16Lp Phenomenon 8Hp/8Lp Superman Splash 11Hp/12Lp Torture Rack Powerbomb 8Hp/7Lp Pelè Kick 2Hp/5Lp (3/3 in meno nel prossimo turno) Shooting Styles Press 5Hp/7Lp Springboard Forearm Strike 7Hp/7Lp Figure Four Leg Lock (sub) 7Hp/5Lp Dropkick 4Hp/6Lp (No Hp nel prossimo turno) No-hands Somersault Plancha 6Hp/4Lp (No Lp nel prossimo turno) Abilità Personale The Phenomenal One: AJ Styles una volta a match reversa una mossa (esclusa finisher) in una Discus Clothesline di danno 7Hp/7Lp
1992,109,M,30-39,SPORTS,speriamo che mirabellandia prendi il gigante simon kjaer da tempo mio pupillo da affiancare in un ipotetica difesa a 3 MUSACCHIO KJAER ROMAGNOLI oppure come prima scelta in difesa.... alternativa gonzalo rodriguez .. de vrij inarrivabile per quest anno per le spese sostenute
1993,576,M,30-39,SPORTS,"Alex se vuoi fare nozze con i fichi secchi devi avere quantomeno uno staff competente e completo......Non c'è nulla di male dal mio punto di vista a voler fare calcio con risorse limitate, ma se lo fai con risorse limitate e gente incompetente e approssimata affondi. Questo è per me il punto più importante che ancora non hanno capito in società."
1994,885,M,20-29,AUTO-MOTO,"Se hai il gt 150 ci hai perso solo tempo a mettere i rapporti 150. Il gt 150 esprime la sua massima potenza a giri più bassi del 125, quindi ha bisogno di una riduzione finale minore rispetto al 125. Ovviamente guadagnerai un pelo di allungo con gli ingranaggi 150 In ogni caso discussione già presente, continua qui ->"
1995,85,F,20-29,ENTERTAINMENT,Mi piace D&L 360... un saluto e sentite la ODC al 22.11.14
1996,833,M,30-39,AUTO-MOTO,"vediamo se qualcuno di voi riesce a spiegarmi le principali differenze tra i vari sistemi di aspirazione applicabili alla 197.... mantenendo il motore e lo scarico stock mappando solamente, quale aspirazione mi consigliate? premetto che con queste due modifiche so già che avrei più o meno zero benefici in termini di prestazioni, mi basterebbe notare un miglioramento dal punto di vista dell'erogazione e della fluidità della macchina  ps: non voglio assolutamente che perda erogazione ai bassi!!  grazzie mille in anticipo a tutti coloro che mi renderanno le idee un pò più chiare...."
1997,595,M,20-29,ANIME,Viral di Gurren Lagann (non ne sono convinto)
1998,183,M,20-29,SPORTS,"Dai speriamo che arrivi e al più presto, riuscissimo poi a tenere soriano mi sentirei un po' più tranquillo almeno"
1999,1083,M,0-19,SPORTS,Scusate ragazzi se vi rispondo solo adesso ma ho avuto il pc in assistenza e quindi non potevo comunicare con voi.Ho utilizzo l'assistenza del gioco e ho aggiornato sia le directX che i driver ma il gioco non va lo stesso.Ho provato anche ad abbassare la grafica utilizzando quel programmino ma nulla.Non so cosa fare....
2000,976,M,50-100,SPORTS,"Grande Trampas....in effetti dopo aver postato la foto mi è venuto il dubbio...e la foto l'avevo fatta io  si quella di Volpi era la ""vera Signora""....ne avevamo gia parlato in passato....ma non mi ricordo dove sia adesso...."
2001,798,M,50-100,METAL-DETECTING,"Vedo anche una parte di armonica a bocca,dai ritrovamenti erano molto diffuse tra i soldati."
2002,680,M,20-29,SPORTS,Buon acquisto a parametro 0...anche se non è piu giovanissimo si può rivelare utile alal causa
2003,1060,M,50-100,SPORTS,"costano troppo le location dove costa poco è abbastanza fuori mano (ferrara, forlì) e equivale vicenza come scomodità certo da bologna sarei più comodo"
2004,863,F,0-19,ANIME,"Io sto leggendo ""Suburbia Killer"" di Harlan Coben. E' un thriller, io non sono una tipa da Nicolas Sparks xD"
2005,604,F,20-29,ANIME,21. Un episodio che ti ha fatto arrabbiare non c'è un episodio che mi ha fatto arrabbiare. Ho sempre guardato tutti gli episodi con piacere
2006,1008,M,50-100,AUTO-MOTO,Ma lasciali perdere.... vivi la moto per quello che ti fa sentire e non per come ti fa apparire.
2007,174,M,30-39,SMOKE,Alla fine ho caricato la bulldog. Buon inizio settimana Ste.
2008,385,F,40-49,ANIME,"Mah....che dire dell' analisi di questa Terryfan??? Sinceramente non capisco tutto il vostro entusiasmo, a me sembra un' accozzaglia di elucubrazioni vaneggianti da parte di una visionaria di prima categoria... .... .... .... SCHERZOOOOOO!!!! Onestamente non credo che il risultato di questa accuratissima ed approfondita analisi, da parte della signora in questione, sia frutto di uno studio di F.S degno di una investigatrice di alto livello, ma che sia dovuto ad un semplice denominatore: CERVELLO! Ovviamente tutti ne possediamo uno, ma tutto sta nel come lo facciamo funzionare...e quello della cara Terryfan va che è un piacere!!! Per quanto riguarda il disegno della tua bimba, be', se la mela non cade lontano dall' albero... Sai che potresti citarmi per plagio?? In effetti, anch' io ho fatto una sorta di ""analisi"" (chiamiamola così) nella mia parodia ""E se anohito fosse Albert?"".  Nei miei vari post su F.S e sui vari indizi lasciati da donna Nagita (preferisco usare il suo vero nome, con cui tra l' altro si firma nel romanzo) ho ripetuto un sacco di cose che tu avevi già detto diversi mesi or sono ma, giuro, ancora non avevo letto questa versione ampliata della tua analisi. Perciò che vuoi che ti dica...questione di affinità elettive!! Non parlo tanto della famosa opera omnia di Shakespeare o del portagioie tramandato di generazione in generazione, quanto di quel ""senso di colpa"" provato dal lui di Candy e racchiuso in quell' abbraccio in cui la stringe dopo che gli ha raccontato gli accadimenti che hanno costellato il suo viaggio di ritorno in America...in fin dei conti lo ha affrontato principalmente per ""lui""! Oppure il discorso sulla nobiltà e le sue origini; oppure il fatto che se la tanto discussa lettera di Terry fosse postcedente la loro separazione a N.Y sarebbe stato da parte sua cinico e di cattivo gusto, nonché immotivato, date le circostanze in cui li avevamo lasciati. E anche che quel ""da allora"" sia un modo delicato di riferirsi ad un evento spiacevole (eccetto che per noi  ) come la morte di Susanna. Oppure ""la sola occhiata"" al quadro di Slim che ritrae la casa di Pony ed annessa collina, che un Albert avrebbe riconosciuto per ovvie ragioni, avendola vista più volte. O il fatto di aver raccontato in maniera molto più approfondita la storia d' amore tra Terence e Candy, perché libera dal vincolo del fumetto e dalle ovvie limitazioni che cio' comporta: anche un film non è mai migliore del libro da cui ne è tratto. Semplicemente non traspaiono le emozioni ed i pensieri dei protagonisti, come puoi rendere invece su carta. Ed infatti fai bene a chiedere come mai la Nagita ha sentito il bisogno di raccontare con maggior pathos questa coppia. Perché aggiungere il piano riguardo Terry, elemento inesistente sia in manga che anime, se non per renderlo ancora più affascinante e romantico di quanto già non fosse??? E tante altre considerazioni che ci accomunano, ma che ora non ricordo tutte... L' analisi che hai fatto di Terence poi, è semplicemente perfetta!!! È l' unico personaggio in evoluzione di tutta la storia in effetti. Comincia in un modo e prosegue in un altro, per poi diventare l' uomo maturo e consapevole che lasciamo alla fine del manga e anime. La Nagita ha colto l' occasione di questa nuova edizione del romanzo per riscattarlo e ridargli la felicità che merita! Dirò di più, per me è il motivo principale dell' esistenza di F.S stesso, altrimenti perché riscrivere una storia così com' era??? A che scopo??? La domanda che tutti dovrebbero porsi, infatti, per me è questa: perché far morire Susanna??? Non bastava che avesse perso una gamba e fosse costretta su una sedia rotelle per il resto della vita??? Non fraintendetemi, se dipendeva da me, una fraccata di legnate e via anche l' altra gamba!!! (Oddio, come sono cattiva!)  Come condivido in pieno il tuo pensiero sull' epilogo. Il cerchio si chiude sui tre protagonisti della vita di Candy: lo scambio di lettere con Albert ci mostra il tipo di rapporto che li lega, un amore ""AI"" di tipo fraterno, famigliare, un profondo affetto che li terrà uniti per sempre. Ad Anthony riesce finalmente a scrivere una lettera, mettendo nero su bianco quello che finora era riuscita solo ad esprimere nella sua mente e in questa lettera lei gli parla di Terence, del fatto di essersi innamorata di nuovo, e di come lui l' abbia aiutata a superare il trauma per la sua morte. Poi aggiunge che ha imparato che anche se si è vivi, a volte, il destino non permette a due persone di stare insieme ma che, finché si continua a vivere, c' è sempre spazio per la speranza. Per me infatti lei è già tornata con Terence in quella lettera. Il mio misero apporto a tutto quanto già stato detto, riguardo qualche considerazione che posso aggiungere, sta in primis nel fatto che, come ho gia detto, quando fai un riassunto, o il riassunto del riassunto come in questo caso, racconti i fatti principali, il succo della storia, tralasciando i dettagli superficiali. Per cui non vedo il bisogno dell' autrice di aggiungere (poiché INESISTENTE sia in manga che anime) l' episodio in cui, alla villa in Scozia, Candy nota l' opera completa di Shakespeare nella libreria della sala della musica, se non per farcela ritrovare nello studio di casa Candy-Anohito! In fin dei conti ce lo aveva già raccontato della sua passione per il bardo e la recitazione quando Candy nota il Macbeth accanto a lui seduti in riva al lago... Per cui, che bisogno c' era? Oppure l' episodio di quando Candy gli inciampa addosso e lui fa un apprezzamento sui narcisi, un fatto di per sé di poco conto che non aggiunge nulla alla storia, salvo farceli ritrovare fuori dalla sua casa sul fiume Avon... Per quanto riguarda la questione dei tre diversi tipi di amore per Candy, ci sono opinioni contrastanti a riguardo. Per come la vedo io, l' autrice non ha mai seriamente pensato ad una storia d' amore tra Albert e Candy e quindi non è tornata sui suoi passi, semplicemente definiva tre diverse tipologie di amore nella sua vita, faccio un esempio: padre, marito, figlio. Sono tutti e tre definibili amori, ma di diversa natura. Ecco, per me con quell' amore ""sereno e voluto dal destino"" lei intendeva un amore di tipo fraterno, che non hanno scelto ma che è stato il destino a decidere per loro, un amore che durerà per sempre. Albert sarà per lei la persona su cui potrà sempre contare; gli amori vanno e vengono, ma gli amici, quelli veri, rimangano per sempre. In questo senso. Non so se sono riuscita a spiegarmi...  (Segue)..."
2009,732,F,20-29,CELEBRITIES,E te pareva nomination segreta.. Come sempre a questa donna è tutto permesso
2010,789,M,0-19,ANIME,"Ok, perdona l'ignoranza XD Adesso il risultato è  . Per colori e font si può fare qualcosa?"
2011,285,M,0-19,ANIME,"Andre, anche tu qui? Non lo immaginavo..."
2012,592,M,30-39,SMOKE,Io a dire il vero non le ho mai provate...
2013,602,F,40-49,CELEBRITIES,Mirco e i suoi sproloqui alle telecamere hanno rotto.
2014,345,F,0-19,ANIME,"Eh ma io ho sempre usato Photoshop CS6 prima di scaricare questo, e anche senza Quicktime funzionava correttamente e mi faceva le gif..."
2015,407,M,0-19,ANIME,"Mando Charmeleon Charmeleon  lv16 pv57 Abilità: Aiutofuoco Graffio (-34) Ira di Drago (-35) Braciere (-36, può Bru) Muro di Fumo (riduce precisione) Exp: 25/100 Charmeleon usa Graffio, Jynx pv7."
2016,1108,F,20-29,CELEBRITIES,"No è che fanno così solo per tirare avanti, arrivare a fine programma trascinati e cancellare il GF italiano?  Parere mio, non mi uccidete."
2017,981,M,30-39,METAL-DETECTING,Le Idi di Marzo ... se non erro qualche tempo fa Bolaffi ne ha acquistato uno sui 100 mila euro  Sarà mica un falso d'epoca ???
2018,719,M,0-19,ANIME,"ciao a tutti sono davide e, naturalmente, mi piacciono i pokemon (senno che ci faccio qui  )"
2019,134,M,20-29,ANIME,Ciao ragassi! io diciamo cosi-cosi..voi sul forum? come ve la passate?
2020,20,M,40-49,MEDICINE-AESTHETICS,"Magari una volta preso per un pò di anni, si può alternare un anno finasteride e un anno serenoa"
2021,125,M,20-29,SPORTS,"Come già anticipato da voi il protagonista di questa storia è Gianni Comandini,ex Vicenza,Atalanta e soprattutto Milan dove viene ricordato sooprattutto per la doppietta nel derby"
2022,487,M,40-49,BIKES,curiosa questa cosa...... i libretti sono identici...con lo stesso numero....
2023,461,F,40-49,ANIME,"Grazie Terryfan, koj70 e lentiggine per il caloroso benvenuto! Credo che questo manga/anime/romanzo mi piaccia particolarmente proprio perché tratteggia in modo molto profondo alcune caratteristiche dell'animo umano, a volte portandole anche all'esasperazione (in gergo psicologico esiste la ""sindrome di Candy Candy...pensate un po'  ). Tutti i personaggi hanno caratteristiche emotive all'apparenza abbastanza rigide e ben definite, ma che a ben guardare fanno intuire una profondità maggiore. Tra loro l'esempio più eclatante è Terry, che invece dimostra chiaramente di avere un'emotività particolarmente fragile e proprio per questo spesso è il personaggio che preferiamo: ci appare più umano nelle sue sue contraddizioni. Riguardo a Susanna, mi ha sempre provocato emozioni negative: rabbia, disgusto, a volte pietà. Analizzare il suo personaggio da un punto di vista psicologico potrebbe essere una bella sfida per me. Però prima devo farmi un'idea più precisa della sua storia personale, quindi se avete notizie in questo senso, le leggo volentieri. Di sicuro una cosa la posso dire...il suo modo di amare non comprende l'altro, non lo vede, è autoriferito e questo può essere un sintomo di scarsa definizione di se, di una personalità infantile rigida che vuole la persona ""amata"" come un oggetto da possedere; lei non si mette in relazione, fa tutto da sola. L'esatto contrario di Candy...che ama forse considerando un po' troppo l'altro trascurando se stessa. Per ora mi fermo qui...   PS: ora ho visto che c'è una discussione su questo...non è che sono andata OT? Se è così mi scuso..."
2024,522,M,50-100,SMOKE,"Forse è la ripresa fotografica, ma a me pare che ci sia una sproporzione tra diametro esterno del cannello, un po' troppo sottile rispetto alla testa, che pare piuttosto ""importante"". Mi sembra che ci sia anche una strozzatura nel cannello vicino al bocchino, che pare sovradimensionato rispetto all'esile cannello (tutto questo a giudicare dalle foto)."
2025,86,M,50-100,SMOKE,"Questa mattina si va di McClelland Dark Star in Peterson sterling silver 608. Non se se dovuto alle condizioni atmosferiche, pessime ma questa mattina, al fatto che lo ho caricato alla perfezione ma questa mattina ha dato il meglio di sé!"
2026,179,M,40-49,METAL-DETECTING,Beh si...è bello anche così...diciamo in questa maniera sarà un qualcosa di particolare nella tua collezione di militaria!!
2027,93,M,20-29,SPORTS,"Perdonami ma sono abbastanza dubbioso; magari durante il combattimento può anche funzionare ma mentre la canna è a riposo? Per me una classica bocca di lupo si allenta. Onde evitare spiacevoli inconvenienti, io faccio il nodo. Fai il nodo, fai il nodo!  Piuttosto di vedere un'intera montatura attaccata a un pesce..."
2028,837,M,50-100,AUTO-MOTO,"In questo momento non posso essere preciso, pensavo alla modifica di un rapporto finale. Ovviamente solo se il tutto è già sul mercato. Non posso fare esperimenti. Piuttosto la terrei originale Sarebbe interessante conoscere la pendenza max superabile con il 6 marce Dovrebbe essere il rapporto finale"
2029,813,F,50-100,BIKES,"Grazie  )) ... Stefano... sei ineguagliabile... anzi no.... quasi... te la batti bene con Tizianik, donna dalla penna prolifica"
2030,579,F,20-29,METAL-DETECTING,Ovvero? A cosa servivano? Non è ho mai sentito parlare...
2031,541,M,20-29,CELEBRITIES,la sua risata può funzionare come radiosveglia ... vi immaginate a essere svegliati alle 6 7 del mattino da una delle sue risate stridule
2032,97,F,20-29,ANIME,Nick: ELLEN Codice Amico: 4399-0083-4588 Pokèmon da ricevere: Cloyster shiny (premio New Dark Lottery); Meloetta Evento JAP. (distribuzione old generation); Genesect Shiny Evento 16° Film. (distribuzione old generation); Mew Evento Jap 10° Anniversario Oro HeartGold/Argento SoulSilver (evento old generation); Florges shiny (premio New Dark Lottery) Versione di gioco: Zaffiro Alpha
2033,749,M,0-19,ANIME,"Comunque quoto tutto questo post, è esattamente ciò che penso anch'io, come avevo detto anche qualche pagina fa. Kaiohshin > Piccolo, ma la sua reazione era palesemente amplificata  dal grado gerarchico."
2034,212,M,30-39,METAL-DETECTING,Ahhahahahah tutti con Giuseppe ..... ma chi èeeeeeeeeeee mmmmmaaaaaaa😂😂😂😂😂
2035,429,M,40-49,METAL-DETECTING,"La Bruma non e'altro che la nebbia,fin da piccolo quando c' erano i nebbioni mi piaceva camminare per il paese e odorare il profumo particolare che emana.Io ho messo la dieresi sulla ü per dialettizzarla.a Milano è più comune chiamarla scighera mentre nel mio paese(prov Mi) la chiamano bõrda con la o chiusa. L' avatar e' facile. Saluti."
2036,776,M,40-49,SMOKE,"Paolo, quasi 50 anni, 35 di sigarette e qualcuno di pipa. Spero in anni futuri solo di pipa, ma credo che i vizi vadano coccolati per evitare che diventino nocivi, per cui non prendo impegni. Grazie a tutti per quello che so già che imparerò stando qui. Buon fumo"
2037,116,M,20-29,ANIME,Ricambiando il sorriso del piccolo Pokemon Rex si allontanò proseguendo la sua esplorazione lungo il Monte Luna
2038,1064,M,50-100,SPORTS,100.000 Trabucchi 1975 Le altre foto sono sella sezione modellismo
2039,745,M,20-29,SPORTS,Ma il Turris non è della provincia di Napoli? Si è infiltrato?
2040,891,M,20-29,SPORTS,Cosa hai da ridere? Mi stai prendendo in giro idiota? Che squadra tifi realmente? Mi fanno incazzare quelli che prendono in giro la mia squadra e me. Vai a curarti
2041,1107,M,50-100,SMOKE,"Mi unisco nel fare i complimenti a Francesco, sono sicuro che anche Massimo era li sul palco, ad applaudire il suo grande amico."
2042,336,M,30-39,SPORTS,"Due scudetti memorabili...indimenticabili..solo grazie a lui, alla sua personalità,al suo carisma,il suo genio. In entrambi gli scudetti avevamo una squadra di onesti calciatori, con un paio di forti giocatori, ma che con lui ha dato tutto e di piu..tutti i giocatori hanno reso 3 volte le loro possibilità solo perche erano in campo con Diego.. grazie ancora ragazzi."
2043,363,M,50-100,MEDICINE-AESTHETICS,mah secondo me si somigliano abbastanza...solo che riuscire a testare come voglio io un prodotto ultimamente sembra un'impresa
2044,594,M,40-49,SPORTS,"Parlo a titolo personale. Per mesi ho avuto altro da fare e non ho più scritto sul foro. Ho saputo di rosari di gruppo, sacrifici di vergini e primogeniti pur di farmi tornare. Sunday mi ha mandato un calendario porno, tipo camionista, a casa. Solo dopo il sacrificio estremo di Domenica ho deciso di tornare, quindi, se voglio parlo bene di Spalletti e alla prima sconfitta scenderò dal carro ricordando a tutti che la prima scelta era Simeone, la seconda Gonte e la terza Carlo Conti che (a San Remo ha fatto benissimo)"
2045,1043,M,40-49,METAL-DETECTING,Perfetto mandami le foto a carmineverrengia@hotmail.it. Senza la piastra serf lo vendi il metal
2046,706,M,50-100,BIKES,Benvenuto. Pare un 1967 stante la mancanza del gommino sul parafango anteriore. Probabilmente ha un numero di telaio sotto il 20/25.000 Germano
2047,135,M,30-39,SPORTS,"Non posso che quotare il tuo intervento...condivido molti punti di quanti da te espressi nel messaggio sopra..specie quando parli della forza del Real.. Rimango comunque dell'idea che in finale non ci si arriva per caso, specie in 2 stagioni su 3. Quest'anno il cambio di modulo imposto da Allegri da febbraio è stato dettato dal fatto che si era reso conto di non avere un centrocampo di altissimo livello e quindi decise di mettere in campo 4 giocatori offensivi + pianjc. Il risultato è stato palese e cioè che siamo arrivati con il fiato corto l'ultimo mese e solo il fatto di aver accumulato un buon vantaggio in campionato ci ha permesso di concederci i punti persi nel trittico atalanta derby e Roma... Questa squadra non è al livello di real bayern e barca...e sabato si è palesato il tutto a cospetto di una squadra con un centrocampo galattico e un fenomeno la davanti... La finale è stata impostata come contro il barca...aggressivi da subito in cerca del goal che avrebbe poi permesso le nostre ripartenze solo che, per l'ennesima volta, in finale ci dice male e invece del goal nostro (dybala con il barca) loro hanno trovato goal alla prima occasione con Ronaldo e li per noi è stato tutto terribilmente difficile, loro si sono difesi bene forti del vantaggio è noi nel secondo tempo non ne avevamo più e il secondo goal ( ancora su deviazione) ci ha tagliato le gambe...e dopo 3 minuti ha segnato ancora il fenomeno è la partita si è conclusa li..."
2048,595,M,20-29,ANIME,Il manga e una rivisitazione di un manga del 1970 l'Autore e anche bastanza famoso P.s alle 19:09 cambio personaggio
2049,939,M,50-100,NATURE,"qui puoi trovare i siti dei fornitori di piante acquatiche con vendita on-line purtroppo l'acqua verde è un'esperienza che prima o poi tutti facciamo, è un passaggio obbligatorio per imparare e maturare nel mondo dei laghetti e serve come esperienza l'acqua verde è un mix di cattiva gestione in generale, è un laghetto senza equilibrio sempre se la nostra intenzione è la trasparenza ci vuole una buona pompa adeguata al litraggio del laghetto, una lampada UV, un buon filtro meccanico, un filtro biologico, l'attivazione e la maturazione del filtro biologico, la giusta dose di cibo giornaliero ai pesci, seguire l'andamento del laghetto attraverso i test dell'acqua, eseguire dei ricambi parziali alla settimana dell'acqua almeno del 10%, questo per adesso dovrebbe bastare... se poi vuoi semplificare le cose metti molte piante sia ossigenanti che depuranti anche se a mio avviso rimane sempre importante la rimozione delle deiezioni dei pesci con l'aspirafango (solitamente materiale sedimentoso che si trova sul fondo del laghetto) sempre se non hai il dreno di fondo solitamente non mi fido delle cifre descritte dai produttori che un filtro del genere possa bastare per 30.000 litri nutro dei forti dubbi se hai un po di manualita o puoi farti aiutare da qualcuno con il fai da te riusciresti a risparmiare molti soldi con ottimi risultati questo potrebbe essere un esempio"
2050,129,F,40-49,SPORTS,3-11-2018 13:30 AFC Bournemouth - Manchester United 0-2 3-11-2018 15:30 Bayer Leverkusen - Hoffenheim 2-1 3-11-2018 15:30 Wolfsburg - Borussia Dortmund 1-2 3-11-2018 16:00 Newcastle United - Watford 2-2 3-11-2018 16:00 Celtic - Hearts 3-1 3-11-2018 17:00 İstanbul Başaksehir - Beşiktaş 2-2 3-11-2018 18:30 Arsenal - Liverpool 1-3 3-11-2018 18:30 Hertha Berlino - RB Lipsia 1-2 4-11-2018 12:00 Eibar - Deportivo Alavés 1-2 4-11-2018 16:15 Villarreal - Levante 2-1 4-11-2018 20:45 Real Betis - Celta de Vigo 1-2 4-11-2018 21:00 Montpellier - Olympique Marsiglia 1-1
2051,999,M,40-49,SMOKE,"per carità, non voglio far incaxxare nessuno, però... non avrò 150 pipe, ma la differenza la sento... con alcune fumo ad occhi chiusi, con altre è una sfida..."
2052,255,M,30-39,SPORTS,Eccomi  inizio difficile  abbiamo bisogno di sbloccarci e una vittoria sarebbe importantissima  siamo fiduciosi forza
2053,373,M,30-39,ENTERTAINMENT,"Bannatelo, Chari se stai leggendo questo commento. Bannalo. Questi utenti troll del cazzo, fanno male solo alle persone con disturbi reali (brutti veri) ecc."
2054,415,M,30-39,SPORTS,16.03. 00:00 Detroit Pistons Los Angeles Lakers 1 - over 16.03. 00:00 Philadelphia 76ers Sacramento Kings 1 - over 16.03. 00:00 Washington Wizards Charlotte Hornets 1 - over 16.03. 01:00 Houston Rockets Phoenix Suns 1 - over 16.03. 01:00 Miami Heat Milwaukee Bucks 2 - over 16.03. 01:00 New Orleans Pelicans Portland Trail Blazers 2 - over 16.03. 01:30 San Antonio Spurs New York Knicks 1 - over 16.03. 03:30 Los Angeles Clippers Chicago Bulls 1 - over 16.03. 17:30 Boston Celtics Atlanta Hawks 1 - over 17.03. 00:00 New Orleans Pelicans Phoenix Suns 1 - over Anti x : punti fatti da J.Harden (Houston) 36
2055,325,M,50-100,SPORTS,"Si anche Cionek era ancora ai livelli dello scorso campionato, poi si è imbrocchito. Se la Juve giocasse sempre come ha asfaltato l'Atletico, in Italia le vincerebbe tutte 6-0. Allo stesso modo se la Spal le avesse giocate tutte come quella sera contro l'Atalanta sarebbe già salva. È questo che mi fa incazzare, sapere che ci sono delle potenzialità che da sei mesi, purtroppo, si sono viste molto raramente. Perché?"
2056,732,F,20-29,CELEBRITIES,Si ha sempre avuto un po’ la fissa x lei 😂 Il sogno si è avverato 😂
2057,188,M,30-39,SPORTS,"vergognati garro, sei uno squallidone! hahaahahah benvenuto Albe W la terza categoria ligure, Forza Atletico Genova"
2058,732,F,20-29,CELEBRITIES,Se non fosse stato per il colpo di genio di Mariana sarebbe stata una puntata al limite dello scempio..
2059,379,M,20-29,AUTO-MOTO,Di sicuro causa botta calandra RS Q3 a breve sarà montata
2060,367,M,40-49,ANIME,"Domani ti rispondo come si deve dal pc!^ Ora con il cel....non ce la faccio, mi sta calando la palpebra! !!"
2061,962,M,30-39,ANIME,"Grazie a te del benvenuto ,si ho iniziato a dare un occhiata ci sono progetti inediti che non conosco che ho iniziato,grazie a voi di averci lavorato e proposto"
2062,565,M,0-19,SPORTS,"salve a tutti, mi chiamo Matteo e sono milanista fin dalla nascita. Amo il diavolo e per quel che riguarda ciò che disprezzo...beh credo che questa immagine dica tutto  Spero di trovarmi bene qui. Forza Milan"
2063,296,M,40-49,AUTO-MOTO,"Harley-Davidson, una moto elettrica già nel 1978: ecco l'antenata della moderna LiveWire.. Il disegno del prototipo: E qui l'articolo..."
2064,181,M,20-29,ENTERTAINMENT,ciauu skizz INIZIAAAAAAAA!!!! 1. io sto bene insieme a tu
2065,762,M,20-29,ANIME,"Benvenuto nel mondo della grafica, ti auguro buona permanenza"
2066,791,M,20-29,SMOKE,"L'arabesque mi mancava ma finalmente sono arrivati e ho potuto fumare questo bel sigaro! l'esemplare che ho fumato era perfetto dal punto di vista della costruzione, tiraggio e combustione ma questo ormai credo sia cosa standard dei prodotti amazon. dal punto di vista gustativo posso solamente dire che mi piace veramente tanto, concordo con chi ha scritto che è monocorde ma in questo caso non trovo sia un difetto anche perchè da un formato del genere è dura aspettarsi qualche evoluzione essendo poi un sigaro kentucky. sazia la voglia di fumare senza essere troppo agressivo in fumata secondo... questo insieme a raffaello e nerone sono sicuramente tra i miei amazon preferiti!"
2067,373,M,30-39,ENTERTAINMENT,Devi prendermi per il culo fino alla fine è? Carogna.
2068,203,M,30-39,METAL-DETECTING,Bellissima sem28!io non ci penserei 2 volte e la rimetterei in forma....Una bella pulita e un manico come si devè! L a lama è spaccata sotto o è così?
2069,332,F,0-19,ANIME,"ok adesso ci provo,ma devo rifare un'immagine perchè per sbaglio nel fare lo stamp l'ho chiusa xD"
2070,415,M,30-39,SPORTS,"Benvenuti ai Fantamondiali di biathlon! Ottava gara: mass start maschile. Vi rimando  per il regolamento completo e ne riporto una sintesi: Mass Start: 15 km per gli uomini e 12,5 per le donne; 2 serie di tiro a terra e 2 in piedi per un totale di 20 bersagli da colpire; ogni bersaglio mancato comporta un giro di penalità in un piccolo anello (20-30 secondi); gli atleti partono tutti insieme. Vince chi taglia per primo il traguardo. Bisogna pronosticare: -  -  -  E' consigliabile mettere nome e cognome di ogni atleta perché ci sono diverse coppie di biatleti omonimi nel circuito. Sono consentiti i cambi di pronostico fino alla scadenza. 1 BOE Johannes Thingnes 2 FILLON MAILLET Quentin 3 PEIFFER Arnd 4 FOURCADE Martin 5 GARANICHEV Evgeniy 6 EBERHARD Julian 7 WEGER Benjamin 8 DESTHIEUX Simon 9 EDER Simon 10 CHRISTIANSEN Vetle Sjaastad (per classifiche e start list)"
