,Id,Gender,Age,Topic,Sentence
3863,155,M,20-29,ANIME,"Spoilerone finale del film A colpi di BUONO BUON urlato, questa è per pochi"
3864,241,M,20-29,NATURE,Sono cresciuti adesso sono colore grigio chiaro si muovo tra fondo e superficie. Hanno tipo occhi neri e forbicina sulla coda. Sono batteri?
3865,308,F,0-19,ANIME,"Chiedo ap per aver votato nella top forum di Gennaio, grazie"
3866,61,M,50-100,SMOKE,"Ciao, quanto sono grandi i fori della Penna e della Ghibli?"
3867,1008,M,50-100,AUTO-MOTO,Auguroni....ho saputo che visto che il forum non ha scopi di lucro...i soldi donati come sostenitori saranno utilizzati per i vostri regali☺☺☺☺☺viva Spavy
3868,971,F,20-29,NATURE,"Mi ha detto che è parecchio sovrappeso dalla palpazione. Non ha voluto pesarlo perché era incavolato nero, ma sono curiosa quindi domani lo peso! E dovremmo fare un po di dieta, poverino! No dai grave non lo è, visto che l'unghia che ha tagliato ha sanguinari lui è fiducioso che tutte le unghie o almeno gran parte siano vascolarizzate e quindi non ancora destinate a cadere. Se fosse solo carenza di vitamine dovremmo vedere già miglioramento dopo una settimana di vitamine. Meno male dai Dovrò riportarlo nel caso in cui inizi ad avere difficoltà nel muovere le zampe. Se vedo che inizia a muoverle male o a non avere più presa devo correre la. Inoltre mi ha fatto la paternale perché non l'ho tenuto separato dai miei a sufficienza, che la quarantena è efficace se dura almeno 6 mesi!"
3869,32,M,30-39,SMOKE,"Idem! In più io prima di far ""riposare"" lo scovolo lo ""sfrego"" ben bene nel cannello."
3870,1024,M,40-49,SPORTS,LAPKO LINZ GASPARYAN LINZ RUNNER DOLEHIDE HONG KONG KUDERMETOVA TIANJIN COLLINS TIANJIN TAYLOR TOOWOMBA FRECH CHERBOURG CAP
3871,685,M,20-29,SPORTS,"Gli apriremo una sessione di mercato dedicata nella quale avrà 5 cambi a disposizione oltre ai due cambi obbligatori per personalizzare un minimo La Rosa, non è malaccio ma immaginiamo voglia dargli un tocco più suo"
3872,669,M,20-29,ANIME,"Debbo insistere: il problema non è ritenere Jiren più potente di Broly (o viceversa), ma fare questo tipo di valutazioni basandosi su un film che ha  . Con la frase di Goku, la TOEI e Toriyama hanno ottenuto diverse cose (sarò ridondante, perché le argomentazioni sono interrelate): -  : ok farlo superare in casi ""eccezionali"", ma nel momento in cui ne rendi scontato (nel senso di NETTO - distinguiamo le cose) il superamento, oltre a deludere una  fetta del fandom che vorrebbe il micio insuperabile, figo e potentissimo, rendi il percorso individuale di Goku e Vegeta meno ""notevole"": se cani e porci superano Beerus, che senso ha avere ancora lui come benchmark? Già ora, Beerus gode di questo status per (de)merito dell'UI, che è un powerup inutilizzabile. , qualora un giorno decidessero di mostrare Beerus al suo 100%, non ci sarebbe il rischio di vedere scemato del tutto l'interesse del pubblico. Spiace dirlo, ma stando così le cose, nessuno impedirebbe ad un Toriyama senza pudore e colmo di meschinità di retconnare ulteriormente la potenza di Beerus - quando poi gli basterebbe anche solo renderlo ULTERIORMENTE più forte, come ha fatto già con scartine mostruose. - Si previene la possibilità di intaccare i livelli superiori, quelli degli Angeli: non sappiamo quanto sia la differenza con gli Hakaishin, ma è sicuramente abnorme. Adesso, se mi crei personaggi come Jiren e Broly che sembrano non avere dei limiti esatti (Broly ad un certo punto si arresta, però), e già in partenza così forti, prima o poi dovrai per forza di cose far loro raggiungere quel livello. E' più comodo farli ""aggirare"" su quei livelli lasciando la forza di Beerus un qualcosa di non ""quantificabile"". E' invece comodo avere dei personaggi ""insuperabili"". Chiaro poi che la loro insuperabilità è essa stessa da virgolettare, essendo quest'opera DB, ed essendoci almeno uno più potente degli Angeli stessi: il Daishinkan. - Si evita di rendere Broly, alla sua prima comparsa, TROPPO potente: ok che già lo è, ma in accordo al punto precedente, dipingerlo (più che renderlo, eh) già su un livello superiore, equivale a creare una bomba ad orologeria che potrebbe far collassare troppo facilmente il powerscaling. Così, per dirla all'inglese, c'è  . , che vuole gli Hakaishin in un certo modo e gli Angeli del tutto a parte. Ma sono ambigui, e continuano ad esserlo: perfino i momenti dedicati a Whis lo vedono opposto ad un Broly Ssj - e non al SsjL, né tantomeno a Gogeta. Troppo poco per emettere sentenze sul dislivello - che sappiamo comunque essere enorme - tra gli Angeli e TUTTI gli altri personaggi (eccettuato il Gran Sacerdote). L'essenza del mio papiro? Che non contesto la superiorità di Jiren su Broly,  , ma il fatto che la si dia scontato in base a quello che si è visto:  - stop. : premesso che PER ME si tratta dell'equivalente delle forme ""massime"" di Goku e Vegeta - non vedo perché Goku non avrebbe dovuto utilizzare il KK o Vegeta il Bluer se fosse stato ""concepito"" - trasposte in un medium ""semplificato"", il punto è che gli autori non hanno tenuto conto di quanto visto, detto o scritto per il TdP. Jiren è fuori dall'equazione, tutto qui, e con lui anche il fatto che dovrebbe essere nettamente più forte di Beerus: Toyotaro, furbescamente, ha lasciato il tutto alla fervida immaginazione dei lettori per poter poi dire, in caso di retcon, che non era mai stata affermata la superiorità di qualcuno su Beerus; la TOEI ha creato quei power-up apposta per CHIUDERE la serie con Goku e Vegeta fortissimi. Ad interpretare per filo e per segno quel che Goku dice, il film retconna SENZA ALCUNA SPIEGAZIONE la forza di Goku e Vegeta, per cui i SSB dovrebbero essere delle CACCOLE rispetto a quelli visti al Torneo - dove non c'era differenza tra il SSB ed i suoi UTILIZZABILISSIMI potenziamenti. Oppure, viceversa, che Beerus è su un altro pianeta rispetto a tutti gli Hakaishin: cosa che non solo non sta né in cielo né in terra, ma che dovremmo considerare senza alcuna ""necessità"" imposta dal film. In sintesi: se gli autori dovessero mai dire che Broly sia più forte di Jiren, la cosa non mi stupirebbe affatto. Meno bella sarebbe invece la possibilità (comunque non nulla) di assistere all'ennesimo retcon sulla forza di Beerus. Ormai sembra il paradosso di Achille e la tartaruga  Non hanno considerato il film in continuità col Torneo, né con qualsiasi altra cosa - inclusa la caratterizzazione del SSB vista in FnF. Capisco che tu voglia salvare dei punti fissi del TdP, ma è il film stesso a non tenerli realmente in considerazione, e non basta dire che si tratta di SSB diversi. La spiegazione più ovvia è che tanto Broly quanto Jiren hanno superato Beerus e non c'è motivo di assumere come certa la superiorità di uno sull'altro; né credo (personalmente) che abbiano voluto darci informazioni precise sulla forza dei SSB - oltre a ribadire la sempre netta superiorità di Beerus sui personaggi."
3873,1035,M,20-29,METAL-DETECTING,"Mi ero perso il post  ... complimenti per i ritrovamenti, i pezzi di aereo sono veramente curiosi, sicuramente da approfondire"
3874,1042,M,20-29,SPORTS,Il contratto è ovvio vada oltre la durata del prestito se esiste un diritto di opzione o riscatto. Palese e dovuto.
3875,270,F,20-29,ANIME,Comunque tesoro stavo dando una spulciata nelle firme di tutte le persone a cui hai fatto un set in questo periodo...tutti da togliere il fiato!!!
3876,113,M,40-49,AUTO-MOTO,"Appena rientrato, e come promesso un piccolo aiuto e' partito anche da me. Forza Luca un'abbraccio"
3877,305,M,20-29,AUTO-MOTO,"Ciao, per problemi in fase di ritiro della mia 500X, mi hanno dato come sostitutiva proprio una 2.0 multijet 140 cavalli con cambio automatico a 9 rapporti e circa 5000 km all'attivo che ho avuto modo di tenere circa una settimana. La sensazione a bordo è proprio quella di un ""trattorino"" nonostante il lavoro di insonorizzazione fatto da FCA, fermo restando che a livello prestazionale e di consumi, il naftone fa il suo lavoro egregiamente. Sono proprio contento di aver preso il multiair, perché il ticchettio ed il ""rombo"" in fase di accelerazione per me erano davvero fastidiosi!"
3878,29,F,20-29,ANIME,Dal topic di  (jappo): Qualcuno sa se è sempre reperibile da qualche parte questo drama sub ita? Sul Kabocha non sono più attivi i torrent
3879,1010,M,40-49,SMOKE,In ritardo ?? Come è stato il tuo compleanno?
3880,108,F,30-39,AUTO-MOTO,Sembrava tutto una meraviglia oggi primo piccolo problema di bluetooth fino a ieri andava tutto potevo fare le chiamate con i comandi vocali o digitando dal video del connect oggi non va più niente mi sa che devo passare in officina o qualcuno di voi sa se posso fare qualcosa. Ho provato a eliminare il telefono e ad installarlo di nuovo Il mio telefono è un Nokia N97 mini
3881,116,M,20-29,ANIME,Il terremoto scosse i due che caddero per terra - Rex riuscì ad afferrare il suo Pokemon e stringendosi i due rimase a terra ad aspettare che la scossa passasse
3882,681,M,30-39,SPORTS,Il brutto è che c'è gente che crede alle cazzate che dice. Tanta gente.
3883,713,M,20-29,SPORTS,Z. Stybar cap100 G. Van Avermaet A. Lutsenko S. Oomen Anti-x: Mollema. DOMANDA 1 Riuscirà un italiano a piazzarsi tra i primi 5? No DOMANDA 2 Chi sarà meglio piazzato al traguardo? C) Il miglior francese DOMANDA 3 Testa a Testa: Van Avermaet Moscon Van Aert
3884,523,M,50-100,AUTO-MOTO,"Non ti aspettare 3 giorni di durata della batteria, io con zavorra ci ho fatto un viaggio da Busalla ( GE) a Roma in statale, quindi con zavorra sempre in chiacchiera, credo che fra soste, cazzeggio e pranzo nelle quali non lo spegnavo e rifornimenti vari (serbatoio da 12,5 litri) ci abbiamo messo 9 ore si è scaricato a Roma. Tutte le altre tratte che ho fatto sono state meno lunghe in termini di tempo e non sono mai rimasto con la batteria scarica. Scordati di usarlo a velocità autostradale, come ti ho detto sopra a 110 è inutile"
3885,648,M,40-49,AUTO-MOTO,Eccomi.... Forse riesco ad esserci😉 Dovrei saperlo per metà giugno. Ciau
3886,421,M,40-49,SMOKE,"Sto ridendo da un quarto d'ora, da solo, come uno scemo. Ecco: l'ho detto. Per la scimmia, intendi? 😂😂😂 Toscanamente Ciro Cavaliere di Gran Toscano con placca"
3887,105,M,30-39,SPORTS,"ottimi acquisti, a prezzo più che conveniente! coi giocatori ci vuole la linea dura, sono tuoi dipendenti e fai quello che decidi tu!"
3888,880,M,50-100,AUTO-MOTO,"Auguroni per la new Evoque. Bello il colore , e belli i cerchi ""grossi"" da 21 (da oggi finalmente disponibili): Motore/CV ?"
3889,984,M,0-19,AUTO-MOTO,"Graziee  Si, certo! Ho perso più tempo a capire come funzionava l'applicatore che a metterli  Appena mi arriva il bixeno come estetica penso sia già perfetta così, poi si passerà alle cose più serie u.u"
3890,902,M,0-19,ENTERTAINMENT,Deja Vú corsa contro il tempo.Bel film ma gli darei un 7.
3891,826,F,50-100,AUTO-MOTO,..... giusto Jonh01 .... del resto anche io mi presento agli amici come ..... RUGGINOSA e non mi offendo di certo se qualcuno mi dice che sono rinco ....  perchè .... un po' è vero ....  e poi se me lo si dice per scherzo .... non mi tiro certo indietro  Buona primavera a tutti !!!!
3892,468,M,0-19,BIKES,"wekend indimenticabile per molti versi positivi persone simpatiche e piacevoli e negativi del tipo via delle ginestre e strade varie, impegnativa vista la distanza di 128 km per noi novelli tanto soleeee Un grazie a tutti anche per avermi aspettato."
3893,9,M,30-39,SPORTS,"Ieri avessimo avuto costa e cuadrado si vinceva.invece ha dovuto schierare subito o dopo, gli stessi di martedì più o meno. Io spero recuperi sami e costa prima possibile, il campionato già ora serve solo per tenerli in condizione"
3894,949,M,20-29,SPORTS,"Prelevati per un'oretta dal laghetto creato un anno fa in giardino, per qualche scatto ... i primi che faccio in questo modo. Larva di Tritone punteggiato (  ) Girino di Rana verde (probabilmente  ) Ciaooo"
3895,1081,M,20-29,ENTERTAINMENT,io ho il promo con la voce di exa!!😁😁😁😁
3896,499,M,40-49,AUTO-MOTO,"Ma é sicuro il venditore? Mi pare impossibile che omologhino quella misura sui 17 (visto che tutte le altre sono 215/55R17)solo per un allestimento....il configuratore di cavolate ne riporta e ne ha riportate in passato, quindi non fa proprio resto in certe circostanze"
3897,380,M,30-39,SPORTS,"Se il burino non vende, a Genova meglio che non si presenti più."
3898,388,M,0-19,SPORTS,"Io ho Win 7 e su start ""esegui"" non c'è proprio."
3899,22,M,20-29,CELEBRITIES,"Fuori Veronica, anche se butterei fuori anche Francesca e Chicca... Francesca fuori alla prossima"
3900,300,M,20-29,AUTO-MOTO,si ma i fili del quadro li devo staccare.......o mi conviene ripassarli??
3901,126,M,30-39,ANIME,"Se non esistesse la fenice di nanto concorderei con Hyo e altri utenti. La fenice però ribalta la prospettiva e, a mio modesto modo di vedere, è superiore al cento, tecnica potente e nobile ma sostanzialmente statica."
3902,399,M,40-49,AUTO-MOTO,"Grazie, in verità anche io avevo considerato il bianco però quando ho visto l'arancione sono stato subito conquistato."
3903,567,M,50-100,METAL-DETECTING,"Salve , ho appena acquistato un ""cortes"" (detenevo già da parecchio tempo un MD3006SS) e devo dire che dalla prima uscita di domenica scorsa mi sembra veramente ottimo . Saranno sicuramente le prossimi uscite a dirmi se persiste l'entusiasmo iniziale ."
3904,986,M,40-49,METAL-DETECTING,"anche se non mi piace molto la ricerca di militaria,devo dire che ce trovano bella roba.. cercano pure il male come i medi  ci.."
3905,73,M,0-19,ANIME,Uso Codadrago (-85 x2)=(-170) Io: Max Pv Tu: KO Ricerco stessi parametri ^^ (7 KO)
3906,912,M,30-39,SPORTS,Durissima presa di posizione da parte del direttore di telecolore Franco Esposito nei confronti di Sergio Vessicchio dopo la telecronaca di ieri. Cessa ogni tipo di partecipazione ai programmi di telecolore.
3907,689,M,20-29,ANIME,"Alcune cose che indichi come difetti sono solo l'infarcitura di un manga che non può fare a meno di certe caratteristiche. Ma vado per ordine: Qui sono più o meno d'accordo con te. Più: perché sono anch'io del parere che certe morti arricchiscono il bagaglio caratteriale ed emotivo di chi accetta la morte attivamente e chi passivamente, O meno: perché io tengo sempre in considerazione che nei flashback ci sono diverse morti eccellenti, molto crude, e inoltre... anche se nessuno li tiene in considerazione, ci sono 'sti poveri Cristi di marine, di pirati e di abitanti dei villaggi che fnano delle finacce in ogni saga, a volte davanti agli occhi del lettore. Non è un aspetto che mi irrita, a parte che rischio di non sapere più dove mettere i volumi. E poi io ho amato Afro Rufy e Foxy. Però ragazzi, cercate di considerare anche che è Jump stesso a premere perché il manga prosegua il più a lungo possibile. Lamentarsi dei giganti  è quasi come dire che Lovoon è esageratamente grande e non è corretto snaturare un animale che esiste nella realtà. Si dice creduloneria. lol Be', sulle imperfezioni del disegno che sono andate scemando nel tempo non ho niente da dirti, ti sei risposto da solo. Il resto che hai citato è solo frutto del tuo gusto personale, a me la strabondanza in un manga come quello di Oda non ha mai dato fastidio. E poi i caratteri stupidi, fuori da ogni realtà sono ampiamente compensati dall'acume di altri personaggi fuori da ogni schema. ONE PIECE in questo senso è così, prendere o lasciare. Veramente a Nami le tette sono cresciute già prima di arrivare nel New World, d'altra parte all'inizio aveva 18 anni e dopo più di 2 anni è diventata donna a tutti gli effetti, un mutamento fisico ci sta. Tutti i protagonisti sono cambiati, anche gente come Zoro e Sanji a cui 21-22 anni li davi tanquillamente anche prima del timeskip. Questa è una tua legittima quanto soggettiva osservazione. Non vedo come un dubbio senza presupposto possa dimostrare un difetto lapidario. Tolto il periodo in cui si è sposato che giustifico, sì, sono d'accordo."
3908,874,M,40-49,AUTO-MOTO,"Staccatore, ripeto, un tuo video potrebbe essere d'aiuto, altrimenti sono solo opinioni. Tieni presente che sei uno dei pochissimi che si lamenta delle prestazioni sulla neve della RRE...poi che sia meglio la passat 4wd mi sembra assurdo. Come ti spieghi i video su youtube e quelli di molti utenti nel forum tra qui questi temerari che pure conosco???????? Vedi qui:"
3909,229,F,40-49,SPORTS,"Eh ma non solo da adesso Lion,  già da un pò che Hamsik non rende più come prima  uh e pcchè  av ragion o lion"
3910,75,M,50-100,BIKES,e se fosse di sabato o domenica? noo?
3911,544,M,30-39,AUTO-MOTO,ribasso a 40e...un terzo del prezzo di amazon!!!
3912,153,M,50-100,AUTO-MOTO,"Stessa scelta, ma oltre alla possibilità di comandare l’apertura del cancello dal iPhone l’ho abbinato a IFTTT con funzione location così da far aprire il cancello in automatico quando mi avvicino a casa"
3913,534,M,50-100,BIKES,"Grazie Alessandro per il solito giro fatto da... amici, amiche, parcheggi, centochilometri per l'appuntamento    trova parcheggio, alzate presto, dai un passaggio, saluta tutti, prepara i panini, olia la catena, ma la sera prima, si pedala, mangia i panini, siamo minimo in venti, sono la scopa, ma tanto non serve, sò tutti forti  ma non si sa mai, Folletto, ""andiamoooo"", sterrato, strada, asfalto, buche, prati verdi, niente traffico, du' macchine, Folletto, ""andiamoooo"", lentapedalatameditabonda, discesaaaaaa!!! salita, salita, buchesgarrupisterratoe""spianata""... Folletto...""andiamoooo"", oh, non sono stanco, fico! Ah...ho fatto dieci chilometri...  Vabbè, dai, pranzo in trattoria! Ah, è presto. ..e allora, pizza!!! Aurelia mi ha fatto la torta...  Si riparte, frase veramente sentita...;"" mettete il casco, che così non ti si può vedere"" Si pedala, si pedala, si pedala e si sale, e... poi si scende e... poi si sale e... oh, eh!e fermiamoci 'n attimo! Folletto; ""andiamoooo!!!"" Sole, nuvole, verde,campi e acquedotti e pedali e salite e discese e poi, pianura col sole... mucche in caserma!      anvedi, abbiamo finito! Si, è stato un bel giro...      Grazie Alessandro!"
3914,1015,M,50-100,SPORTS,"Secondo me passate,avversario ostico ma non impossibile. Certo non deve esserci il Napoli di Salisburgo..."
3915,73,M,0-19,ANIME,"Nome: Gianluca Mineo Esperienza: Principiante Da quanto tempo fai sprite: Prima li facevo, adesso devo riprendere la mano! xD"
3916,925,M,30-39,AUTO-MOTO,"Tutte le lampade che vedo in giro si trovano anche su aliexpress a qualche euro in meno. Sulla mia del 2016 ho notato una cosa stranissima. Parcheggio ieri sera, stamane gioco con il bimbo vicino l'auto e vedo che improvvisamente i led (H4 Philips e Drl led cree) si accendono per un nano secondo. Mah, sulla mia senza resistenze e le drl fanno effetto lumino ma non avevo mai notato una cosa simile."
3917,994,M,50-100,SPORTS,"Applausi per Billy, bravo la penso esattamente come te. Come stai carissimo?"
3918,854,F,20-29,ANIME,"Il tuo potere soprannaturale è: Creare dal nulla la carta igienica Diciamoci la verità: in quanti vorremmo queste superpotere? Bene, tu ce l’hai. Niente più paura di precipitare su un’isola deserta e pulirti con le foglie degli alberi; niente più paura di andare in bagno da solo e scoprire solo alla fine dell’evento che la carta igienica è finita. Ma non essere egoista: aiuta anche gli altri nel momento del bisogno. Perchè ricorda che da grandi mangiate, derivano grandi cagate. ______ Ahahahahahahahahahah xD Questo test è stato divertente, dai! Insomma, al diavolo le salviette intime in borsa, ho il potere di creare carta igenica :3"
3919,426,M,30-39,AUTO-MOTO,La mia auto ha solo 6000 km ed essendo una km 0 farà un anno a luglio. La trovo una cosa ed una spesa inutile farlo. La manutenzione A è obbligatoria per questioni di garanzia? Qualcuno è informato su questa cosa?
3920,256,M,50-100,SPORTS,Bisogna blindarlo. È un Balotelli in erba ma con una testa diversa. Nel senso che quello là si è rovinato da solo. Kean credo sia più di prospettiva.
3921,306,F,20-29,ANIME,"Ma sai io gli avevo parlato e lo avevo pure minacciato di lasciarlo.. Forse avrei dovuto cancellargliele io le foto, video e tutto... Purtroppo da quello che ho capito era ancora legato al passato... Ora viviamo insieme da un mmese e gli ho detto che questo non era più possibile e che se voleva stare con me doveva darci un taglio con tutto... Lui dice che stavano li le foto per ricordo...."
3922,264,M,30-39,ENTERTAINMENT,"Pardon! Ecco la versione aggiornata: 1. Dada, Paul Harris & Dragonette - Red Heart Black 2. Steve Angello feat. The Presets - Remember 3. Alex Sonata feat. LJ Ayrten - Sunrise 4. Will Atkinson & Rowetta - Mesmerise 5. Swanky Tunes & Arston feat. C. Todd Nielsen - At The End Of The Night"
3923,240,M,30-39,AUTO-MOTO,"Si vabbè ma con i km che facciamo noi devi rialzare 1 volta all'anno. È lo stesso discorso delle gomme, già al 70/80% non hai più il grip iniziale. Idem coi dischi, più si consumano e meno tirano."
3924,526,M,20-29,SPORTS,"Lisa comunque a 24 anni ha già la mentalità da Campionessa, perché oggi non era una gara come le altre. Due atrributi che fanno provincia."
3925,188,M,30-39,SPORTS,comunque nelle ultime 9 giornate stiamo andando lenti uguale inter 9 punti sampdoria 8 punti
3926,303,M,30-39,SPORTS,Mah... Prima di infornare noi vedessero di levarsi i 3 wurstel che gli abbiamo infilato profondi su per il deretano all'andata
3927,1049,M,30-39,SPORTS,Uno dei pochi anni dove finiamo sotto a quelli là... e ci pigliamo l''Europa al posto loro!!! I modi per godere sono infiniti!!!
3928,306,F,20-29,ANIME,Benvenuto! anche io amo alla follia the walking dead!
3929,26,M,30-39,SPORTS,"Se i calciatori non vogliono venire, se gli allenatori non vogliono venire, se quelli che vengono s ene vanno o non vedono l'ora di andarsene di cosa vogliamo parlare? Se ne dovrebbero andare lotito e mezzaroma, fabiani anni fa sarebbe stato mandato via a calci già anni fa eppure sta ancora qui...."
3930,190,M,20-29,ENTERTAINMENT,"Ho scoperto una cosa interessante. Questo è un concorso che ci permetterà di sfidare George RR Martin. In esso praticamente potremo cambiare un evento qualunque a nostra scelta della serie. Potremmo per esempio salvare Ned Stark, smascherare e sventare le nozze rosse, oppure far vincere Oberyn contro la montagna senza che muoia. E tutto a nostra scelta. Basta solo seguire le istruzioni portate qui  Io non penso di essere in grado di provarci, ma qualcuno di voi vuole farlo?"
3931,1047,M,40-49,MEDICINE-AESTHETICS,Eh si anche fossero 30 anni..certe cose non si dimenticano.. Io ricordo benissimo dopo 22..ogni cosa.. Infermieri medici. Eccc.. Sento quasi l'odore....
3932,147,M,0-19,METAL-DETECTING,La seconda da sinistra dovrebbe essere un ogiva americana per m1 garand se non mi sbaglio
3933,406,M,50-100,SPORTS,Nun ce provà! Io sò solo diversamente giovane!
3934,327,M,30-39,SMOKE,"Grazie per il ""caso umano"" e per il ""frustrato da tastiera"" (più tutte le altre più o meno velate prese per il culo che mi hai scritto in questo topic). Se permetti questo tuo modo di ""donare"" spiegazioni non mi piace molto, ma evidentemente è un problema mio che sono un ""frustato da tastiera"". Come ho scritto più volte non mi sembra di aver mai offeso nessuno e di non aver mai detto che le idee di un altro siano cretinate, ma semplicemente di aver riportato delle mie esperienze. Comunque va bene, ho recepito il messaggio, da bravo leone da tastiera hai marcato il tuo territorio; me ne torno alle mie frustrazioni, tante belle cose."
3935,257,M,30-39,AUTO-MOTO,"Dalle mie ricerche ho visto che le catene per i 18, i 17 e i 16 sono tre tipi diversi. Non esiste una catena che monta su almeno 2 misure. E voi direte poco ce ne importa, ed è pure vero. Ma se è ottobre e hai su ancora le estive e vuoi farti un giro in montagna potrebbe esser utile avere dietro le catene giuste. E mi pare pure assurdo comprare due coppie di catene da cambiare insieme alle ruote."
3936,693,M,20-29,AUTO-MOTO,Si io sono per lo più sui cross e regolarità. Ciao Eugenio
3937,372,M,50-100,AUTO-MOTO,"Meno di 25.900 Euro l'anno? Un filino di meno...  PS: si lo so che ci mancava una virgola a quel numero... probabilmente si è trattato di un copia-incolla uscito male dal campo ""totale"" del calcolatore dell'importo del bollo del sito dell'ACI..."
3938,37,M,50-100,METAL-DETECTING,"noi in ditta ne abbiamo 2 una ad aria e una oleodinamica (che è quella più performante) in genere non la noleggiano senza operatore, di operatori ne servono minimo 2 . Quando le condizioni di lavoro lo permettono la installiamo su un piccolo cingolato (miniscavatore) o su un ragno, altrimenti si porta in quota e la si ancora alla parete come nel video."
3939,168,M,50-100,SMOKE,"Buongiorno mi sono finalmente iscritto, mi sono presentato, ma è questo l' angolo che più frequento da un anno, quello delle pipe. Che dire... ah la sapete quella del giornalista che intervista una bolognese? Domanda: signorina preferisce i tortellini o i pom...i? Lei imbarazzatissima risponde: mo cosa sono i tortelini. Ecco mi si è spenta la pipa. Ps: spero di non essere bannato al 1° colpo. Sinceri saluti fumosi a tutti."
3940,625,M,20-29,ENTERTAINMENT,x parcondicio XD nn è possibile ke i da brozz hanno remixato sta merda
3941,892,M,40-49,CELEBRITIES,"Grazie Toh me ne sono accorto solo or ora Peccato aver partecipato solo saltuariamente  Diciamo che sono un ""espertone"" di Fantapronostici, su forumfree ne organizzo parecchi (senza fini di lucro come questo) riguardanti calcio e sport in generale"
3942,73,M,0-19,ANIME,Uso Tuononda (PAR) Io: Max PV Tu: 27 (PAR)
3943,272,F,20-29,ANIME,"Ed eccoci finalmente giunti a questo nuovo traguardo ! La tanto attesa Laurea in Photoshop: è stato un lungo percorso e sei stata un allieva modello .. hai sempre seguito i nostri consigli e svolto tutto correttamente! sei indubbiamente migliorata tanto .. continua così  l'unico consiglio che mi sento di darti è di non esser frettolosa.. quando fai un lavoro devi prenderti il tempo per studiare come realizzarlo e reperire i giusti materiali che andrai ad utilizzare.. per fare una scritta puoi perderci anche 2 giorni , se il risultato poi è quello che ti soddisfa .. mi raccomando  Congratulazione ! E adesso offri da bere a tutti"
3944,878,M,40-49,SPORTS,POLE POSITION: Vettel 1° Vettel 2° Hamilton 3° Bottas 4° Raikkonen 5° Verstappen 6° Ricciardo 7° Sainz jr 8° Perez Domanda 1 [3 punti]: Bottas Domanda 2 [5 punti]: uguale Domanda 3 [10 punti]: Raikkonen
3945,791,M,20-29,SMOKE,Nooo mea culpa per essermi perso Ruinor! Peccato mi sembrava un fuoriclasse. In ogni caso ho un mazzo di reloba che piano piano sta finendo...diciamo che sono discontinui perchè si può trovare l'esemplare che ti fa sobbalzare da quanto è buono ma puoi trovare pure quello che ti fa rimpiangere di averlo acceso....poi a volte bruciano bene altre si aprono come carciofi. Insomma costano poco e valgono quel che costano. Rimane un'esperienza interessante per capire cosa fumano i cubani.
3946,1107,M,50-100,SMOKE,Copio l'abbinamento Chatillon Lux (Colbeck) e B&M (Seville) di Monte.
3947,892,M,40-49,CELEBRITIES,"Elia, Elia, Elia, Enrico, Elia."
3948,828,M,0-19,ANIME,"Posso darti Elgiem :3 In cambio mi puoi dare dratini uovo,se non chiedo troppo può avere l'ha sua abilita nascosta?"
3949,608,M,50-100,BIKES,I cerchi bombati per tutto l'anno 1970 😉 Ciaoo Prego 😎 Ciaoo
3950,1003,M,0-19,ANIME,"escalamai. Volevo a tutti i costi vedere cosa c'era all'interno di quel alberello. Feci scendere la piccoletta dall'albero e iniziai ad esplorare ancora il bosco, cercando sempre lo stesso tipo di pokemon."
3951,1032,M,0-19,ANIME,Allora è deciso? Il caso Crilin rimane irrisolto?
3952,513,M,20-29,SPORTS,"Prosegue la campagna acquisti, diversi nuovi arrivi che vi presenterò alla fine ma non si riescono a piazzare gli esuberi. Intanto primo test di casa contro l'U23 e prima amichevole. Obiettivi stagionali: Test contro l'U23 1^ amichevole Il nostro centrale è sicuramente il miglior elemento fino ad ora."
3953,391,M,0-19,METAL-DETECTING,bottone da berretto e spilla di una compagnia aerea di cui ora mi sfugge il nome!! trovato: freccia alata club
3954,923,F,20-29,ANIME,"Grazie marco ahahah xD Ottimo *-* Ovvio!! Come potrei non andarci xD dalla mia prima volta, nel 2009, ci sono tornata tutti gli anni! <3 Ormai vivo aspettando il Lucca Comics  Comunque per quest'anno purtroppo di fiere non ne ho fatte per niente ç_ç solo quelle a Roma (di solito vado a Rimini, Milano, Catania, Napoli e altre sparse xD), ed ovviamente andrò anche al Romics ora di Ottobre u.u"
3955,866,M,30-39,CELEBRITIES,Allora nel tuo caso ci vorrebbe  dove puoi registrare tutti i canali tv (eccetto quelli Mediaset) anche in HD e gestire tutto da telefono/tablet.
3956,486,M,20-29,SPORTS,"Eh sarà a donzelle, pure se arrivano in ritardo fa niente!"
3957,692,F,50-100,CELEBRITIES,"pur facendomi sbellicare dalle risate, tanto che la rivorrei al trono..................reazione pesantuccia"
3958,728,F,40-49,ANIME,Capelli soffici ed espressione sognante. Cosa vuoi di più...
3959,1015,M,50-100,SPORTS,Barcellona 50% Liverpool 50% Manchester city 50% Manchester united 60% Tottenham 60% Ajax 70% Porto 80%
3960,384,M,50-100,AUTO-MOTO,benvenuto e buona strada..... piacerebbe anche a me vedere una foto del tuo ferro
